name,status,publisher,price_old,price_new,discount,authors,img_url
"Assembler. Для DOS, Windows и Unix",На складе,ДМК-Пресс:            Для программистов,2693,1481,45,Зубков Сергей Владимирович,https://img4.labirint.ru/rc/5afb0ab90b8fe764985e2cd96871605f/220x340q80/books29/282428/cover.jpg?1639567504
Лямбда-выражения в Java 8. Функциональное программирование - в массы,На складе,ДМК-Пресс:            Функциональное программирование,1075,591,45,Уорбэртон Ричард,https://img4.labirint.ru/rc/2f1d87e72fe0bbd388a72a478fa4f3e6/220x340q80/books45/442834/cover.jpg?1640705142
Системная инженерия. Принципы и практика,На складе,ДМК-Пресс,3769,2073,45,Косяков Александр и др.,https://img3.labirint.ru/rc/0b533248a1736090633b805a35f60eb2/220x340q80/books44/435405/cover.jpg?1640705137
Оптимизация приложений на платформе .Net,На складе,ДМК-Пресс,3506,1928,45,Голдштейн Саша и др.,https://img3.labirint.ru/rc/a60b704b64772f4cf47234fb5adc7051/220x340q80/books41/408451/cover.jpg?1640705112
Интерфейс. Основы проектирования взаимодействия,На складе,Питер:            Для профессионалов,2905,2266,22,Купер Алан и др.,https://img3.labirint.ru/rc/c9ecb5bbca664dfe2e2d0954678207dd/220x340q80/books53/521205/cover.jpg?1598873110
Аналоговые интерфейсы микроконтроллеров,На складе,Додека XXI век:            Программируемые системы,1614,888,45,Болл Стюарт Р.,https://img4.labirint.ru/rc/d3011037975bec9cf1aaace29b533581/220x340q80/books16/150354/cover.jpg?1654611904
Практическое использование Vim. Редактируйте текст со скоростью мысли,На складе,ДМК-Пресс,2423,1333,45,Нейл Дрю,https://img4.labirint.ru/rc/445a016fde5fca24b7da6847d876c830/220x340q80/books42/410584/cover.jpg?1647948308
Анализ сетей (графов) в среде R. Руководство пользователя,На складе,ДМК-Пресс,2826,1554,45,Люк Дуглас А.,https://img4.labirint.ru/rc/554ae820ec352a9f1df82c2cce04a704/220x340q80/books55/547710/cover.jpg?1639740305
Основы проектирования в Autodesk Inventor 2016,На складе,ДМК-Пресс,1075,591,45,Зиновьев Дмитрий Валериевич,https://img3.labirint.ru/rc/35b40b8a432dae424a88651f760b88d8/220x340q80/books55/547711/cover.jpg?1563944753
Bootstrap в примерах,На складе,ДМК-Пресс,1883,1036,45,Морето Сильвио,https://img3.labirint.ru/rc/31f6aa18d99534b3ce7bd1a2435d22b6/220x340q80/books55/545697/cover.jpg?1639740302
Изучай Haskell во имя добра!,На складе,ДМК-Пресс,2423,1333,45,Липовача Миран,https://img3.labirint.ru/rc/e9a2e40726b4d7853a78230528efee50/220x340q80/books42/417791/cover.jpg?1640705116
Matlab & Simulink. Проектирование мехатронных систем на ПК. Учебное пособие для ВУЗов + CD,На складе,Корона-Принт:            Учебное пособие,723,398,45,Герман-Галкин Сергей Германович,https://img4.labirint.ru/rc/045c159255dcc5c1c676c979e70039af/220x340q80/books16/159814/cover.jpg?1563547465
10 практических устройств на AVR-микроконтроллерах. Книга 2 +CD,На складе,Корона-Принт,634,349,45,Кравченко Алексей Владимирович,https://img4.labirint.ru/rc/2a8d983a24272583fe6f8c41c113dbc8/220x340q80/books31/300240/cover.jpg?1563626062
Вычислительная геометрия. Алгоритмы и приложения,На складе,ДМК-Пресс,4306,2368,45,Де Берг Марк и др.,https://img4.labirint.ru/rc/92fe0b01efbbe2aa0193e23618d586e2/220x340q80/books55/542604/cover.jpg?1639743908
Разработка веб-приложений в ReactJS,На складе,ДМК-Пресс,2423,1333,45,"Хортон Адам, Вайс Райан",https://img4.labirint.ru/rc/718c479b9667d98e895f6f1bab5b157e/220x340q80/books54/537910/cover.jpg?1626341299
Введение в статистическое обучение с примерами на языке R,На складе,ДМК-Пресс,4038,2221,45,Джеймс Гарет и др.,https://img4.labirint.ru/rc/498f87760bb52b27bd60a9a29afb02c5/220x340q80/books54/534138/cover.jpg?1639743906
Современное программирование с нуля!,На складе,ДМК-Пресс:            Учебное пособие,941,518,45,Потопахин Виталий Валерьевич,https://img3.labirint.ru/rc/d73a9e57230599b251a93e4b6b0cf3d8/220x340q80/books54/534139/cover.jpg?1563910352
Программирование на языке Lua,На складе,ДМК-Пресс,2287,1258,45,Иерузалимски Роберту,https://img4.labirint.ru/rc/a613be9da724686e7bf25a5d474cc9d0/220x340q80/books44/433606/cover.jpg?1613391906
Android NDK. Руководство для начинающих,На складе,ДМК-Пресс,2697,1483,45,Ретабоуил Сильвен,https://img3.labirint.ru/rc/0b3829f8905bac54b6f64d9dec461a57/220x340q80/books54/533397/cover.jpg?1613391950
Скрапинг веб-сайтов с помощью Python. Сбор данных из современного интернета,На складе,ДМК-Пресс,2287,1258,45,Митчелл Райан,https://img3.labirint.ru/rc/7d2b237f6eb7d29c035d056e4c7a579a/220x340q80/books54/533405/cover.jpg?1639743904
PIC-микроконтроллеры: архитектура и программирование,На складе,ДМК-Пресс:,2423,1333,45,Предко Майкл,https://img4.labirint.ru/rc/02d376b9f5b08503608a0c33a603d592/220x340q80/books20/196182/cover.jpg?1639563905
Управление электронными устройствами на С++. Разработка практических приложений,Ограничено,ДМК-Пресс,2960,1628,45,"Катупития Янта, Бентли Ким",https://img3.labirint.ru/rc/ea92c63af2dfb447e61812c6c0f8d57a/220x340q80/books53/529493/cover.jpg?1613391949
C# 6.0. Справочник. Полное описание языка,Ограничено,Вильямс,6567,3612,45,"Албахари Джозеф, Албахари Бен",https://img3.labirint.ru/rc/f02b695e2e8500573c3358f36d4dc2a8/220x340q80/books53/529149/cover.jpg?1663773904
LabVIEW: стиль программирования,На складе,ДМК-Пресс:            LabVIEW,1211,666,45,Блюм Питер,https://img4.labirint.ru/rc/0e6d231940f6cc35405d71d0a6384aa2/220x340q80/books19/181894/cover.jpg?1613391902
Искусство автономного тестирования с примерами на С#,На складе,ДМК-Пресс,2960,1628,45,Ошероув Рой,https://img3.labirint.ru/rc/c915c0e1a94a80514a007302c4e00262/220x340q80/books43/427977/cover.jpg?1640705132
Графовые базы данных. Новые возможности для работы,На складе,ДМК-Пресс,2018,1110,45,Робинсон Ян и др.,https://img3.labirint.ru/rc/e19d640eb50278522371aa0493f6d025/220x340q80/books53/527803/cover.jpg?1613485518
Руководство по микропроцессорному обеспечению,Ограничено,ДМК-Пресс,1883,1036,45,,https://img3.labirint.ru/rc/b0c566641ca604cb8020eb3ff73e5adf/220x340q80/books53/528519/cover.jpg?1639743902
Чисто функциональные структуры данных,На складе,ДМК-Пресс,2153,1184,45,Окасаки Крис,https://img4.labirint.ru/rc/c7efc6064c02e769677ad3ed0449415f/220x340q80/books53/528520/cover.jpg?1613485519
Программирование компьютерного зрения на языке Python,На складе,ДМК-Пресс,2423,1333,45,Солем Ян Эрик,https://img3.labirint.ru/rc/451314fe4ca428f10eb996ac728819cf/220x340q80/books53/528211/cover.jpg?1613489123
"UML Проектирование систем реального времени, распределенных и параллельных приложений",На складе,ДМК-Пресс,3365,1851,45,Гома Хассан,https://img4.labirint.ru/rc/99cbc4c92a32bef4e56f986b66ff5d2b/220x340q80/books53/528212/cover.jpg?1613391948
"Периферийные устройства: интерфейсы, схемотехника, программирование",Ограничено,ДМК-Пресс:            Все о радиоэлектронике,2423,1333,45,Авдеев Вадим Александрович,https://img4.labirint.ru/rc/836d61bf3d63805c043f6a7a58f06ae8/220x340q80/books21/205236/cover.jpg?1618219505
R в действии. Анализ и визуализация данных на языке R,На складе,ДМК-Пресс,2693,1481,45,Кабаков Роберт И.,https://img4.labirint.ru/rc/661af186c544c80b434f5334211af9d5/220x340q80/books41/408450/cover.jpg?1613489105
Анализ больших наборов данных,На складе,ДМК-Пресс,3230,1777,45,Лесковец Юре и др.,https://img3.labirint.ru/rc/cd8407a58128e09edf999b7997686c1c/220x340q80/books53/525295/cover.jpg?1639751119
